,day,number,total
1410,2458,1,4323
1411,2460,1,4324
1412,2463,1,4325
1413,2464,2,4327
1414,2465,1,4328
1415,2467,2,4330
1416,2469,4,4334
1417,2470,3,4337
1418,2471,1,4338
1419,2472,2,4340
1420,2474,5,4345
1421,2475,5,4350
1422,2476,1,4351
1423,2477,1,4352
1424,2482,1,4353
1425,2483,3,4356
1426,2484,3,4359
1427,2485,1,4360
1428,2490,1,4361
1429,2491,1,4362
1430,2492,1,4363
1431,2495,1,4364
1432,2496,1,4365
1433,2497,3,4368
1434,2498,1,4369
1435,2499,2,4371
1436,2502,1,4372
1437,2503,1,4373
1438,2504,2,4375
1439,2505,2,4377
1440,2506,2,4379
1441,2511,1,4380
1442,2513,3,4383
1443,2516,1,4384
1444,2517,5,4389
1445,2518,1,4390
1446,2519,1,4391
1447,2520,5,4396
1448,2521,1,4397
1449,2523,3,4400
1450,2524,6,4406
1451,2525,3,4409
1452,2526,1,4410
1453,2527,3,4413
1454,2530,1,4414
1455,2532,1,4415
1456,2533,1,4416
1457,2534,1,4417
1458,2537,1,4418
1459,2539,1,4419
1460,2540,2,4421
1461,2544,4,4425
1462,2545,1,4426
1463,2548,1,4427
1464,2551,1,4428
1465,2553,2,4430
1466,2554,1,4431
1467,2555,1,4432
1468,2558,2,4434
1469,2559,1,4435
1470,2560,3,4438
1471,2561,1,4439
1472,2562,1,4440
1473,2563,1,4441
1474,2566,2,4443
1475,2567,1,4444
1476,2568,1,4445
1477,2569,2,4447
1478,2574,1,4448
1479,2578,2,4450
1480,2579,1,4451
1481,2580,2,4453
1482,2581,4,4457
1483,2583,1,4458
1484,2585,1,4459
1485,2586,1,4460
1486,2587,3,4463
1487,2588,5,4468
1488,2589,1,4469
1489,2590,2,4471
1490,2591,2,4473
1491,2592,3,4476
1492,2593,3,4479
1493,2595,1,4480
1494,2597,2,4482
1495,2599,1,4483
1496,2600,5,4488
1497,2601,3,4491
1498,2602,4,4495
1499,2603,5,4500
1500,2607,2,4502
1501,2608,1,4503
1502,2609,3,4506
1503,2610,5,4511
1504,2614,1,4512
1505,2615,3,4515
1506,2622,1,4516
1507,2623,4,4520
1508,2624,3,4523
1509,2625,1,4524
1510,2628,1,4525
1511,2629,2,4527
1512,2630,2,4529
1513,2631,1,4530
1514,2632,2,4532
1515,2635,3,4535
1516,2636,4,4539
1517,2637,4,4543
1518,2638,5,4548
1519,2639,2,4550
1520,2640,3,4553
1521,2642,3,4556
1522,2643,3,4559
1523,2644,1,4560
1524,2645,2,4562
1525,2646,2,4564
1526,2650,3,4567
1527,2652,1,4568
1528,2653,1,4569
1529,2656,2,4571
1530,2657,1,4572
1531,2658,4,4576
1532,2659,3,4579
1533,2660,1,4580
1534,2663,3,4583
1535,2664,2,4585
