,day,number,total
746,1005,1,2257
747,1008,2,2259
748,1009,3,2262
749,1010,2,2264
750,1011,9,2273
751,1012,1,2274
752,1014,2,2276
753,1015,4,2280
754,1016,4,2284
755,1017,5,2289
756,1018,2,2291
757,1019,2,2293
758,1020,1,2294
759,1021,3,2297
760,1022,2,2299
761,1023,6,2305
762,1024,2,2307
763,1025,3,2310
764,1026,7,2317
765,1027,1,2318
766,1028,4,2322
767,1029,1,2323
768,1030,2,2325
769,1031,1,2326
770,1032,1,2327
771,1033,1,2328
772,1034,1,2329
773,1035,4,2333
774,1037,3,2336
775,1038,3,2339
776,1039,2,2341
777,1040,2,2343
778,1042,5,2348
779,1043,3,2351
780,1044,4,2355
781,1045,4,2359
782,1047,1,2360
783,1049,1,2361
784,1050,6,2367
785,1052,1,2368
786,1054,2,2370
787,1055,1,2371
788,1056,2,2373
789,1057,3,2376
790,1058,1,2377
791,1059,2,2379
792,1060,2,2381
793,1063,1,2382
794,1065,5,2387
795,1067,1,2388
796,1068,2,2390
797,1070,3,2393
798,1071,3,2396
799,1072,3,2399
800,1073,2,2401
801,1074,6,2407
802,1075,3,2410
803,1076,2,2412
804,1077,2,2414
805,1078,4,2418
806,1079,5,2423
807,1080,6,2429
808,1081,3,2432
809,1083,3,2435
810,1084,1,2436
811,1085,2,2438
812,1087,2,2440
813,1088,3,2443
814,1090,1,2444
815,1091,2,2446
816,1092,3,2449
817,1093,1,2450
818,1094,5,2455
819,1095,2,2457
820,1096,1,2458
821,1097,2,2460
822,1098,2,2462
823,1099,4,2466
824,1100,2,2468
825,1101,1,2469
826,1102,1,2470
827,1103,3,2473
828,1104,2,2475
829,1105,2,2477
830,1106,2,2479
831,1107,1,2480
832,1109,3,2483
833,1110,3,2486
834,1112,1,2487
835,1113,5,2492
836,1114,4,2496
837,1118,1,2497
838,1119,1,2498
839,1120,1,2499
840,1122,1,2500
841,1124,1,2501
842,1126,1,2502
843,1127,2,2504
844,1128,1,2505
845,1129,6,2511
846,1130,1,2512
847,1131,2,2514
848,1132,1,2515
849,1133,1,2516
850,1134,1,2517
851,1135,1,2518
852,1137,1,2519
853,1139,1,2520
854,1140,1,2521
855,1141,2,2523
856,1143,2,2525
857,1144,5,2530
858,1146,1,2531
859,1147,2,2533
860,1148,1,2534
861,1149,1,2535
862,1150,2,2537
863,1151,1,2538
864,1154,1,2539
865,1155,1,2540
866,1156,3,2543
867,1157,3,2546
868,1158,2,2548
869,1159,1,2549
870,1160,1,2550
871,1164,3,2553
872,1165,1,2554
873,1168,2,2556
874,1169,3,2559
875,1170,2,2561
876,1172,1,2562
877,1173,1,2563
878,1176,1,2564
879,1178,1,2565
880,1180,3,2568
881,1181,1,2569
882,1183,2,2571
883,1184,2,2573
884,1185,1,2574
885,1186,2,2576
886,1187,1,2577
887,1189,6,2583
888,1190,4,2587
889,1191,3,2590
890,1192,2,2592
891,1193,3,2595
892,1194,2,2597
893,1196,2,2599
894,1197,1,2600
895,1198,2,2602
896,1199,4,2606
897,1200,1,2607
898,1202,2,2609
899,1203,1,2610
900,1204,1,2611
901,1205,1,2612
902,1206,1,2613
903,1207,1,2614
904,1208,1,2615
905,1209,2,2617
906,1210,2,2619
907,1211,1,2620
908,1213,1,2621
909,1217,2,2623
910,1218,2,2625
911,1219,4,2629
912,1220,1,2630
913,1221,1,2631
914,1222,1,2632
915,1223,1,2633
916,1224,1,2634
917,1225,1,2635
918,1227,4,2639
919,1230,1,2640
920,1231,1,2641
921,1232,1,2642
922,1233,2,2644
923,1234,1,2645
924,1235,1,2646
925,1236,3,2649
926,1239,1,2650
927,1240,1,2651
928,1241,2,2653
929,1244,3,2656
930,1245,1,2657
931,1248,1,2658
932,1252,2,2660
933,1253,3,2663
934,1255,3,2666
935,1258,1,2667
936,1261,1,2668
937,1262,2,2670
938,1263,1,2671
939,1269,3,2674
940,1274,1,2675
941,1276,2,2677
942,1277,6,2683
943,1278,1,2684
944,1280,5,2689
945,1281,5,2694
946,1283,1,2695
947,1284,2,2697
948,1287,2,2699
949,1288,1,2700
950,1289,2,2702
951,1290,3,2705
952,1291,1,2706
953,1294,3,2709
954,1295,3,2712
955,1296,2,2714
956,1297,1,2715
957,1298,1,2716
958,1303,2,2718
959,1304,1,2719
960,1308,1,2720
961,1309,3,2723
962,1310,2,2725
963,1311,3,2728
964,1312,1,2729
965,1315,3,2732
966,1316,1,2733
967,1317,1,2734
968,1318,3,2737
969,1319,4,2741
970,1320,1,2742
971,1322,6,2748
972,1323,4,2752
973,1325,1,2753
974,1329,3,2756
975,1330,3,2759
976,1331,2,2761
977,1333,1,2762
978,1334,1,2763
979,1338,2,2765
980,1346,2,2767
981,1347,1,2768
982,1349,1,2769
983,1350,2,2771
984,1351,2,2773
985,1352,2,2775
986,1353,2,2777
987,1357,2,2779
988,1358,3,2782
989,1359,2,2784
990,1360,2,2786
991,1361,1,2787
992,1366,1,2788
993,1367,1,2789
994,1368,1,2790
995,1369,1,2791
996,1371,1,2792
997,1372,1,2793
998,1374,1,2794
999,1375,2,2796
1000,1376,4,2800
1001,1378,1,2801
1002,1380,3,2804
1003,1382,1,2805
1004,1384,1,2806
1005,1385,2,2808
1006,1386,1,2809
1007,1389,2,2811
1008,1391,4,2815
1009,1394,2,2817
1010,1395,2,2819
1011,1396,1,2820
1012,1398,1,2821
1013,1400,1,2822
1014,1402,3,2825
1015,1403,1,2826
1016,1404,1,2827
1017,1405,1,2828
1018,1406,1,2829
1019,1407,1,2830
1020,1408,1,2831
1021,1409,2,2833
1022,1411,3,2836
1023,1413,3,2839
1024,1414,4,2843
1025,1416,1,2844
1026,1417,1,2845
1027,1418,1,2846
1028,1420,1,2847
1029,1421,4,2851
1030,1424,2,2853
1031,1426,1,2854
